ConversationId,TurnNo,UtteranceId,Speaker,Utterance,Intent,Slot 
231,8,231_8,Bot,What Destination would you like to travel to?,,
231,9,231_9,User,Yeah its Satara,inform,OODestination
231,10,231_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
231,11,231_11,User,CC,inform,ClassCode
231,12,231_12,Bot,Total Fare is Rs.387.5,,
231,13,231_13,Bot,Anything else I can assist you with ?,,
231,14,231_14,User,Bas aur kuch nahi,deny,OOOO
231,15,231_15,Bot,Sevak se sampark karne k liye dhanyawad,,
232,0,232_0,User,namaste sevak,greet,OO
232,1,232_1,Bot,Hello. Apni query bataye,,
232,2,232_2,User,12803 me kaunse coaches uplabdh hain,coach_layout,TrainNoOOOOO
232,3,232_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 3 tier - B1
6) AC 3 tier - B2
7) AC 3 tier - B3
8) AC 3 tier - B4
9) AC 2 tier - A1
10) AC 2 tier - A2
11) Sleeper - S1
12) Sleeper - S2
13) Sleeper - S3
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) General - GN
21) General - GN
22) General - GN
23) Gen/Disabled - GRD",,
232,4,232_4,Bot,May I help you with anything else ?,,
232,5,232_5,User,find me the fare,train_fare,OOOO
232,6,232_6,Bot,What will be your source station?,,
232,7,232_7,User,Yeah its Tadepalligudem,inform,OOSource
232,8,232_8,Bot,Where would you like to go?,,
232,9,232_9,User,Yeah its Itarsi junction,inform,OODestinationDestination
232,10,232_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
232,11,232_11,User,1ac,inform,ClassCode
232,12,232_12,Bot,Total Fare is Rs.2132,,
232,13,232_13,Bot,Anything else I can assist you with ?,,
232,14,232_14,User,No,deny,O
232,15,232_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
233,0,233_0,User,namaste sevak,greet,OO
233,1,233_1,Bot,Hello. Apni query bataye,,
233,2,233_2,User,can you show me the train layout,coach_layout,OOOOOOO
233,3,233_3,Bot,Please provide as your train number,,
233,4,233_4,User,Yeah its 12509,inform,OOTrainNo
233,5,233_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) Sleeper - S1
4) Sleeper - S2
5) Pantry - PC
6) Sleeper - S3
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) AC 3 tier - B4
11) AC 3 tier - B5
12) AC 2 tier - A1
13) AC 3 tier - B6
14) AC 3 tier - B7
15) AC 2 tier - A2
16) Sleeper - S4
17) Sleeper - S5
18) Sleeper - S6
19) Sleeper - S7
20) Sleeper - S8
21) Sleeper - S9
22) Sleeper - S10
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
233,6,233_6,Bot,May I help you with anything else ?,,
233,7,233_7,User,find me the fare,train_fare,OOOO
233,8,233_8,Bot,Tell us your source station,,
233,9,233_9,User,I will travel from Vijayawada junction,inform,OOOOSourceSource
233,10,233_10,Bot,Where are you looking to go?,,
233,11,233_11,User,I will travel to New jalpaiguri,inform,OOOODestinationDestination
233,12,233_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
233,13,233_13,User,cc,inform,ClassCode
233,14,233_14,Bot,Total Fare is Rs.448.0,,
233,15,233_15,Bot,May I help you with anything else ?,,
233,16,233_16,User,Nahi,deny,O
233,17,233_17,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
234,0,234_0,User,pranaam,greet,O
234,1,234_1,Bot,Hello. Apni query bataye,,
234,2,234_2,User,train ke dibbo ke baare me janna hai,coach_layout,OOOOOOOO
234,3,234_3,Bot,Please enter your train number,,
234,4,234_4,User,Sorry man! its 22352,inform,OOOTrainNo
234,5,234_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) Sleeper - S6
7) Sleeper - S5
8) Sleeper - S4
9) Sleeper - S3
10) Sleeper - S2
11) Sleeper - S1
12) AC 3 tier - B4
13) AC 3 tier - B3
14) AC 3 tier - B2
15) AC 3 tier - B1
16) AC 2 tier - A2
17) AC 2 tier - A1
18) General - GN
19) General - GN
20) General - GN
21) Gen/Disabled - GRD",,
234,6,234_6,Bot,May I help you with anything else ?,,
234,7,234_7,User,what is the ticket fare of 3a ,train_fare,OOOOOOClassCodeO
234,8,234_8,Bot,What will be your source station?,,
234,9,234_9,User,I will travel from Yesvantpur junction,inform,OOOOSourceSource
234,10,234_10,Bot,What is your Destination?,,
234,11,234_11,User,I will travel to Cheoki,inform,OOOODestination
234,12,234_12,Bot,Total Fare is Rs.2360,,
234,13,234_13,Bot,May I help you with anything else ?,,
234,14,234_14,User,No,deny,O
234,15,234_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
235,0,235_0,User,Hey,greet,O
235,1,235_1,Bot,Hello. Apni query bataye,,
235,2,235_2,User,layout of coaches,coach_layout,OOO
235,3,235_3,Bot,Please enter your train number,,
235,4,235_4,User,13120,inform,TrainNo
235,5,235_5,Bot,"1) Engine - ENG
2) Parcel Van - VP
3) Parcel Van - VP
4) Parcel Van - VP
5) Parcel Van - VP
6) Gen/Disabled - GRD
7) General - GN
8) General - GN
9) Sleeper - S4
10) Sleeper - S3
11) Sleeper - S2
12) Sleeper - S1
13) AC 3 tier - B1
14) General - GN
15) General - GN
16) General - GN
17) General - GN
18) Gen/Disabled - GRD",,
235,6,235_6,Bot,Let me know if I can help you with anything else.,,
235,7,235_7,User,what is the ticket fare of 1a,train_fare,OOOOOOClassCode
235,8,235_8,Bot,What will be your source station?,,
235,9,235_9,User,I will travel from Karisath,inform,OOOOSource
235,10,235_10,Bot,Where are you planning on going?,,
235,11,235_11,User,"Sure, Sabaur",inform,ODestination
235,12,235_12,Bot,Total Fare is Rs.576,,
235,13,235_13,Bot,Anything else I can assist you with ?,,
235,14,235_14,User,Nahi,deny,O
235,15,235_15,Bot,Sevak se sampark karne k liye dhanyawad,,
236,0,236_0,User,Hi Sevak,greet,OO
236,1,236_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
236,2,236_2,User,mujhe 12304 ke saare dibbo ke baare me information chahiye,coach_layout,OTrainNoOOOOOOOO
236,3,236_3,Bot,"1) Engine - ENG
2) Generator - PWR
3) Sleeper - S1
4) Sleeper - S2
5) Sleeper - S3
6) Sleeper - S4
7) Sleeper - S5
8) Sleeper - S6
9) Sleeper - S7
10) Sleeper - S8
11) Sleeper - S9
12) Sleeper - S10
13) Sleeper - S11
14) Pantry - PC
15) AC 3 tier - B1
16) AC 3 tier - B2
17) AC 3 tier - B3
18) AC 2 tier - A1
19) AC 2 tier - A2
20) AC 1 tier - HA1
21) General - GN
22) General - GN
23) Generator - PWR",,
236,4,236_4,Bot,May I help you with anything else ?,,
236,5,236_5,User,what is the price of SL,train_fare,OOOOOClassCode
236,6,236_6,Bot,What is your source station?,,
236,7,236_7,User,"Sure, Tundla junction",inform,OSourceSource
236,8,236_8,Bot,Where are you planning on going?,,
236,9,236_9,User,Yeah its Jasidih junction,inform,OODestinationDestination
236,10,236_10,Bot,Total Fare is Rs.504.5,,
236,11,236_11,Bot,Let me know if I can help you with anything else.,,
236,12,236_12,User,Bas aur kuch nahi,deny,OOOO
236,13,236_13,Bot,Sevak se sampark karne k liye dhanyawad,,
237,0,237_0,User,namaste sevak,greet,OO
237,1,237_1,Bot,Hello. Apni query bataye,,
237,2,237_2,User,kya aap mujhe train ka coach layout show kar sakte ho,coach_layout,OOOOOOOOOOO
237,3,237_3,Bot,"Sir, what’s your train number",,
237,4,237_4,User,Yeah its 12647,inform,OOTrainNo
237,5,237_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) Sleeper - S1
5) Sleeper - S2
6) Sleeper - S3
7) Sleeper - S4
8) Sleeper - S5
9) Sleeper - S6
10) Sleeper - S7
11) Sleeper - S8
12) Sleeper - S9
13) Sleeper - S10
14) Sleeper - S11
15) Sleeper - S12
16) Sleeper - S13
17) Sleeper - S14
18) AC 3 tier - BE1
19) AC 3 tier - B1
20) AC 2 tier - A1
21) General - GN
22) General - GN
23) Gen/Disabled - GRD
24) Parcel Van - VP
25) Sleeper - S",,
237,6,237_6,Bot,Let me know if I can help you with anything else.,,
237,7,237_7,User,find me the fare,train_fare,OOOO
237,8,237_8,Bot,From which station you would like to start?,,
237,9,237_9,User,Yeah its Yesvantpur junction,inform,OOSourceSource
237,10,237_10,Bot,Where are you looking to go?,,
237,11,237_11,User,Yeah its Bina junction,inform,OODestinationDestination
237,12,237_12,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
237,13,237_13,User,3AC,inform,ClassCode
237,14,237_14,Bot,Total Fare is Rs.1732,,
237,15,237_15,Bot,Let me know if I can help you with anything else.,,
237,16,237_16,User,No,deny,O
237,17,237_17,Bot,Sevak se sampark karne k liye dhanyawad,,
238,0,238_0,User,pranaam,greet,O
238,1,238_1,Bot,Hello. Apni query bataye,,
238,2,238_2,User,mujhe 12359 ke saare dibbo ke baare me information chahiye,coach_layout,OTrainNoOOOOOOOO
238,3,238_3,Bot,"1) Engine - ENG
2) GD1
3) G1
4) G2
5) G3
6) G4
7) G5
8) G6
9) G7
10) GD2",,
238,4,238_4,Bot,May I help you with anything else ?,,
238,5,238_5,User,train cost,train_fare,OO
238,6,238_6,Bot,From which station you would like to start?,,
238,7,238_7,User,"Sure, Durgapur",inform,OSource
238,8,238_8,Bot,Where are you looking to go?,,
238,9,238_9,User,"Sure, Bakhtiyarpur junction",inform,ODestinationDestination
238,10,238_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
238,11,238_11,User,3A,inform,ClassCode
238,12,238_12,Bot,Total Fare is Rs.328,,
238,13,238_13,Bot,May I help you with anything else ?,,
238,14,238_14,User,Nahi,deny,O
238,15,238_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
239,0,239_0,User,pranaam,greet,O
239,1,239_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
239,2,239_2,User,train ki coach deatils dena ,coach_layout,OOOOOO
239,3,239_3,Bot,"Sir, what’s your train number",,
239,4,239_4,User,Sorry man! its 12841,inform,OOOTrainNo
239,5,239_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) AC 1 tier - HA1
5) AC 2 tier - A1
6) AC 2 tier - A2
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) Sleeper - S1
11) Sleeper - S2
12) Sleeper - S3
13) Pantry - PC
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) Sleeper - S10
21) Sleeper - S11
22) Sleeper - S12
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
239,6,239_6,Bot,May I help you with anything else ?,,
239,7,239_7,User,ticket fare of 2a from Balasore to Brahmapur,train_fare,OOOClassCodeOSourceODestination
239,8,239_8,Bot,Total Fare is Rs.556.5,,
239,9,239_9,Bot,Let me know if I can help you with anything else.,,
239,10,239_10,User,Bas aur kuch nahi,deny,OOOO
239,11,239_11,Bot,Sevak se sampark karne k liye dhanyawad,,
240,0,240_0,User,Hey,greet,O
240,1,240_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
240,2,240_2,User,coaches layout dikhna hai 22451 ka,coach_layout,OOOOTrainNoO
240,3,240_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) General - GN
7) AC 3 tier - BE1
8) AC 2 tier - A1
9) AC 3 tier - B5
10) AC 3 tier - B4
11) AC 3 tier - B3
12) AC 3 tier - B2
13) AC 3 tier - B1
14) Sleeper - S7
15) Sleeper - S6
16) Sleeper - S5
17) Sleeper - S4
18) Sleeper - S3
19) Sleeper - S2
20) Sleeper - S1
21) General - GN
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
240,4,240_4,Bot,Anything else I can assist you with ?,,
240,5,240_5,User,train fare,train_fare,OO
240,6,240_6,Bot,What is your source station?,,
240,7,240_7,User,I will travel from Vadodara junction,inform,OOOOSourceSource
240,8,240_8,Bot,What travelling Destination you would like to go?,,
240,9,240_9,User,I will travel to Chandigarh,inform,OOOODestination
240,10,240_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
240,11,240_11,User,sleeper,inform,ClassCode
240,12,240_12,Bot,Total Fare is Rs.612.0,,
240,13,240_13,Bot,Let me know if I can help you with anything else.,,
240,14,240_14,User,No,deny,O
240,15,240_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
241,0,241_0,User,Hi Sevak,greet,OO
241,1,241_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
241,2,241_2,User,kya aap mujhe train ka coach layout show kar sakte ho,coach_layout,OOOOOOOOOOO
241,3,241_3,Bot,Please enter valid train number,,
241,4,241_4,User,17203,inform,TrainNo
241,5,241_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 2 tier - A2
6) AC 2 tier - A1
7) AC 3 tier - B2
8) AC 3 tier - B1
9) Sleeper - S11
10) Sleeper - S10
11) Sleeper - S9
12) Sleeper - S8
13) Sleeper - S7
14) Sleeper - S6
15) Sleeper - S5
16) Sleeper - S3
17) Sleeper - S4
18) Sleeper - S2
19) Sleeper - S1
20) General - GN
21) General - GN
22) Gen/Disabled - GRD",,
241,6,241_6,Bot,Let me know if I can help you with anything else.,,
241,7,241_7,User,check the price,train_fare,OOO
241,8,241_8,Bot,Tell us your source station,,
241,9,241_9,User,I will travel from Gulbarga,inform,OOOOSource
241,10,241_10,Bot,Where would you like to go?,,
241,11,241_11,User,Yeah its Seram,inform,OODestination
241,12,241_12,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
241,13,241_13,User,2A,inform,ClassCode
241,14,241_14,Bot,Total Fare is Rs.111.0,,
241,15,241_15,Bot,Anything else I can assist you with ?,,
241,16,241_16,User,Bas aur kuch nahi,deny,OOOO
241,17,241_17,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
242,0,242_0,User,namaste,greet,O
242,1,242_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
242,2,242_2,User,19321 ka coach map,coach_layout,TrainNoOOO
242,3,242_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 2 tier - A1
6) AC 3 tier - B1
7) AC 3 tier - B2
8) Sleeper - S1
9) Sleeper - S2
10) Sleeper - S3
11) Sleeper - S4
12) Sleeper - S5
13) Sleeper - S6
14) Sleeper - S7
15) Sleeper - S8
16) Sleeper - S9
17) Sleeper - S10
18) Sleeper - S11
19) Sleeper - S12
20) General - GN
21) General - GN
22) Gen/Disabled - GRD",,
242,4,242_4,Bot,Let me know if I can help you with anything else.,,
242,5,242_5,User,what is the cost of 3A,train_fare,OOOOOClassCode
242,6,242_6,Bot,What will be your source station?,,
242,7,242_7,User,"Sure, Orai",inform,OSource
242,8,242_8,Bot,Where are you planning on going?,,
242,9,242_9,User,Yeah its Akbarpur,inform,OODestination
242,10,242_10,Bot,Total Fare is Rs.368,,
242,11,242_11,Bot,May I help you with anything else ?,,
242,12,242_12,User,Nahi,deny,O
242,13,242_13,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
243,0,243_0,User,Hey,greet,O
243,1,243_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
243,2,243_2,User,mujhe train 12954 me upalabdh coaches jaanna hai,coach_layout,OOTrainNoOOOOO
243,3,243_3,Bot,"1) Engine - ENG
2) Generator - PWR
3) AC 1 tier - H1
4) Pantry - PC
5) AC 2 tier - A5
6) AC 2 tier - A4
7) AC 2 tier - A3
8) AC 2 tier - A2
9) AC 2 tier - A1
10) AC 3 tier - B10
11) AC 3 tier - B9
12) AC 3 tier - B8
13) Pantry - PC
14) AC 3 tier - B7
15) AC 3 tier - B6
16) AC 3 tier - B5
17) AC 3 tier - B4
18) AC 3 tier - B3
19) AC 3 tier - B2
20) AC 3 tier - B1
21) Generator - PWR",,
243,4,243_4,Bot,May I help you with anything else ?,,
243,5,243_5,User,find me the fare,train_fare,OOOO
243,6,243_6,Bot,Tell us your source station,,
243,7,243_7,User,I will travel from Nagda junction,inform,OOOOSourceSource
243,8,243_8,Bot,What travelling Destination you would like to go?,,
243,9,243_9,User,"Sure, Mumbai central",inform,ODestinationDestination
243,10,243_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
243,11,243_11,User,cc,inform,ClassCode
243,12,243_12,Bot,Total Fare is Rs.173.5,,
243,13,243_13,Bot,Anything else I can assist you with ?,,
243,14,243_14,User,Nahi,deny,O
243,15,243_15,Bot,Sevak se sampark karne k liye dhanyawad,,
244,0,244_0,User,good evening,greet,OO
244,1,244_1,Bot,Hello. Apni query bataye,,
244,2,244_2,User,12591 coach map,coach_layout,TrainNoOO
244,3,244_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) AC 2 tier - A1
6) AC 3 tier - B1
7) AC 3 tier - B2
8) AC 3 tier - B3
9) AC 3 tier - B4
10) Pantry - PC
11) Sleeper - S1
12) Sleeper - S2
13) Sleeper - S3
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) Sleeper - S10
21) Sleeper - S11
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
244,4,244_4,Bot,Let me know if I can help you with anything else.,,
244,5,244_5,User,check the fare,train_fare,OOO
244,6,244_6,Bot,From which station you would like to start?,,
244,7,244_7,User,"Sure, Lucknow ne",inform,OSourceSource
244,8,244_8,Bot,Where are you planning on going?,,
244,9,244_9,User,"Sure, Sevagram",inform,ODestination
244,10,244_10,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
244,11,244_11,User,1ac,inform,ClassCode
244,12,244_12,Bot,Total Fare is Rs.2098,,
244,13,244_13,Bot,May I help you with anything else ?,,
244,14,244_14,User,No,deny,O
244,15,244_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
245,0,245_0,User,Hello,greet,O
245,1,245_1,Bot,Hello. Apni query bataye,,
245,2,245_2,User,train ke dibbo ke baare me janna hai,coach_layout,OOOOOOOO
245,3,245_3,Bot,"Sir, what’s your train number",,
245,4,245_4,User,12424,inform,TrainNo
245,5,245_5,Bot,"1) Engine - ENG
2) Generator - PWR
3) AC 3 tier - B1
4) AC 3 tier - B2
5) AC 3 tier - B3
6) AC 3 tier - B4
7) AC 3 tier - B5
8) AC 3 tier - B6
9) AC 3 tier - B7
10) Pantry - PC
11) AC 3 tier - B8
12) AC 3 tier - B9
13) AC 3 tier - B10
14) AC 2 tier - A1
15) AC 2 tier - A2
16) AC 2 tier - A3
17) AC 2 tier - A4
18) AC 2 tier - A5
19) Pantry - PC
20) AC 1 tier - H1
21) Generator - PWR",,
245,6,245_6,Bot,Let me know if I can help you with anything else.,,
245,7,245_7,User,what is the ticket fare of 2A from Naugachia to Diphu,train_fare,OOOOOOClassCodeOSourceODestination
245,8,245_8,Bot,Total Fare is Rs.1291.5,,
245,9,245_9,Bot,Let me know if I can help you with anything else.,,
245,10,245_10,User,Bas aur kuch nahi,deny,OOOO
245,11,245_11,Bot,Sevak se sampark karne k liye dhanyawad,,
246,0,246_0,User,Hey,greet,O
246,1,246_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
246,2,246_2,User,mujhe train me upalabdh coaches jaanna hai,coach_layout,OOOOOOO
246,3,246_3,Bot,Can I have your train number,,
246,4,246_4,User,"Sure, 15667",inform,OTrainNo
246,5,246_5,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) General - GN
7) Sleeper - S12
8) Sleeper - S2
9) Sleeper - S3
10) Sleeper - S4
11) Sleeper - S9
12) Sleeper - S10
13) Sleeper - S11
14) Pantry - PC
15) Sleeper - S5
16) Sleeper - S7
17) Sleeper - S1
18) Sleeper - S6
19) AC 2 tier - A1
20) AC 3 tier - B1
21) Sleeper - S8
22) General - GN
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
246,6,246_6,Bot,Let me know if I can help you with anything else.,,
246,7,246_7,User,what is the price of cc,train_fare,OOOOOClassCode
246,8,246_8,Bot,Please enter source station,,
246,9,246_9,User,"Sure, Kota junction",inform,OSourceSource
246,10,246_10,Bot,What travelling Destination you would like to go?,,
246,11,246_11,User,"Sure, Barauni junction",inform,ODestinationDestination
246,12,246_12,Bot,Total Fare is Rs.330.0,,
246,13,246_13,Bot,Anything else I can assist you with ?,,
246,14,246_14,User,No,deny,O
246,15,246_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
247,0,247_0,User,pranaam,greet,O
247,1,247_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
247,2,247_2,User,12645 ka coach layout dikhlaye,coach_layout,TrainNoOOOO
247,3,247_3,Bot,"1) Engine - ENG
2) Parcel Van - VP
3) Gen/Disabled - GRD
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) Sleeper - S8
13) Sleeper - S9
14) Sleeper - S10
15) Sleeper - S11
16) AC 3 tier - B1
17) AC 3 tier - B2
18) AC 2 tier - A1
19) General - GN
20) General - GN
21) Gen/Disabled - GRD
22) OCV",,
247,4,247_4,Bot,May I help you with anything else ?,,
247,5,247_5,User,ticket fare,train_fare,OO
247,6,247_6,Bot,From which station you would like to start?,,
247,7,247_7,User,"Sure, Aluva",inform,OSource
247,8,247_8,Bot,What Destination would you like to travel to?,,
247,9,247_9,User,I will travel to H nizamuddin,inform,OOOODestinationDestination
247,10,247_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
247,11,247_11,User,2S,inform,ClassCode
247,12,247_12,Bot,Total Fare is Rs.None,,
247,13,247_13,Bot,May I help you with anything else ?,,
247,14,247_14,User,Bas aur kuch nahi,deny,OOOO
247,15,247_15,Bot,Sevak se sampark karne k liye dhanyawad,,
248,0,248_0,User,namaste sevak,greet,OO
248,1,248_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
248,2,248_2,User,train me total kitne coaches hain,coach_layout,OOOOOO
248,3,248_3,Bot,"Sir, what’s your train number",,
248,4,248_4,User,Oh! 19032,inform,OTrainNo
248,5,248_5,Bot,"1) Engine - ENG
2) PP
3) Gen/Disabled - GRD
4) General - GN
5) AC 1 tier - HA1
6) AC 2 tier - A1
7) AC 3 tier - B1
8) AC 3 tier - B2
9) AC 3 tier - B3
10) AC 3 tier - B4
11) Sleeper - S1
12) Sleeper - S2
13) Sleeper - S3
14) Sleeper - S4
15) Sleeper - S5
16) Sleeper - S6
17) Sleeper - S7
18) Sleeper - S8
19) Sleeper - S9
20) Sleeper - S10
21) Sleeper - S11
22) Sleeper - S12
23) General - GN
24) General - GN
25) Gen/Disabled - GRD",,
248,6,248_6,Bot,May I help you with anything else ?,,
248,7,248_7,User,ticket fare,train_fare,OO
248,8,248_8,Bot,What is your source station?,,
248,9,248_9,User,I will travel from Muzaffarnagar,inform,OOOOSource
248,10,248_10,Bot,What Destination would you like to travel to?,,
248,11,248_11,User,Yeah its Kishangarh,inform,OODestination
248,12,248_12,Bot,"kindly provide the coach type you would like to travel by. (ex- 2ac, cc, sleeper etc.)",,
248,13,248_13,User,chair,inform,ClassCode
248,14,248_14,Bot,Total Fare is Rs.134.0,,
248,15,248_15,Bot,Let me know if I can help you with anything else.,,
248,16,248_16,User,Bas aur kuch nahi,deny,OOOO
248,17,248_17,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
249,0,249_0,User,pranaam,greet,O
249,1,249_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
249,2,249_2,User,mujhe 15016 ke saare dibbo ke baare me information chahiye,coach_layout,OTrainNoOOOOOOOO
249,3,249_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) General - GN
6) Sleeper - S1
7) Sleeper - S2
8) Sleeper - S3
9) Sleeper - S4
10) Sleeper - S5
11) Sleeper - S6
12) Sleeper - S7
13) Sleeper - S8
14) Sleeper - S9
15) Sleeper - S10
16) Sleeper - S11
17) AC 2 tier - A1
18) AC 3 tier - B1
19) AC 3 tier - B2
20) AC 3 tier - B3
21) General - GN
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
249,4,249_4,Bot,Let me know if I can help you with anything else.,,
249,5,249_5,User,train cost,train_fare,OO
249,6,249_6,Bot,What is your source station?,,
249,7,249_7,User,"Sure, Guntakal junction",inform,OSourceSource
249,8,249_8,Bot,Where are you planning on going?,,
249,9,249_9,User,I will travel to Bina junction,inform,OOOODestinationDestination
249,10,249_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
249,11,249_11,User,1A,inform,ClassCode
249,12,249_12,Bot,Total Fare is Rs.3032,,
249,13,249_13,Bot,Let me know if I can help you with anything else.,,
249,14,249_14,User,No,deny,O
249,15,249_15,Bot,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
250,0,250_0,User,good evening,greet,OO
250,1,250_1,Bot,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
250,2,250_2,User,show me train number 15228 ka coach layout,coach_layout,OOOOTrainNoOOO
250,3,250_3,Bot,"1) Engine - ENG
2) Gen/Disabled - GRD
3) General - GN
4) General - GN
5) Sleeper - S1
6) Sleeper - S2
7) Sleeper - S3
8) Sleeper - S4
9) Sleeper - S5
10) Sleeper - S6
11) Sleeper - S7
12) Sleeper - S8
13) Sleeper - S9
14) Sleeper - S10
15) Sleeper - S11
16) Pantry - PC
17) AC 3 tier - B1
18) AC 3 tier - B2
19) AC 3 tier - B3
20) AC 3 tier - B4
21) AC 2 tier - A1
22) General - GN
23) General - GN
24) Gen/Disabled - GRD",,
250,4,250_4,Bot,Let me know if I can help you with anything else.,,
250,5,250_5,User,check the price,train_fare,OOO
250,6,250_6,Bot,From which station you would like to start?,,
250,7,250_7,User,"Sure, Bhadrakh",inform,OSource
250,8,250_8,Bot,What Destination would you like to travel to?,,
250,9,250_9,User,"Sure, Chennai central",inform,ODestinationDestination
250,10,250_10,Bot,"Please enter your preferred coach type. (ex- 2ac, cc, sleeper etc.)",,
250,11,250_11,User,1AC,inform,ClassCode
250,12,250_12,Bot,Total Fare is Rs.2732,,
250,13,250_13,Bot,May I help you with anything else ?,,
250,14,250_14,User,No,deny,O
250,15,250_15,Bot,Sevak se sampark karne k liye dhanyawad,,
251,0,251_0,User,hi pal!,greet,OO
251,1,251_1,Bot,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
251,2,251_2,User,train number 12910 ka coach layout bataye ,coach_layout,OOTrainNoOOOOO
251,3,251_3,Bot,"1) Engine - ENG
2) GD1
3) G1
4) G2
5) G3
6) G4
7) G5
8) G6
9) G7
10) G8
11) G9
12) G10
13) G11
14) G12
15) G13
16) G14
17) G15
18) J1
19) J2
20) J3
21) J4
22) GD2",,
