Conversation_ID,Turn_No,Utterance_ID,Speaker,Utterance,Intent,Slots
562,0,562_0,USER,good evening,greet,00
562,1,562_1,BOT,Hello. Apni query bataye,,
562,2,562_2,USER,17-03-2020 ke liye 19116 ka running status btana ,trainStatus,Date00TrainNo00000
562,3,562_3,BOT,Train is at BHUJ.,,
562,4,562_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
563,0,563_0,USER,Hi Sevak,greet,00
563,1,563_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
563,2,563_2,USER,kaha par hai train 12518 for 19-03-2020,trainStatus,0000TrainNo0Date
563,3,563_3,BOT,Train is at GUWAHATI.,,
563,4,563_4,BOT,Sevak se sampark karne k liye dhanyawad,,
564,0,564_0,USER,Hi Sevak,greet,00
564,1,564_1,BOT,Hello. Apni query bataye,,
564,2,564_2,USER,abhi 12903 kaha par hai on 19-03-2020,trainStatus,0TrainNo0000Date
564,3,564_3,BOT,Train is at MUMBAI CENTRAL.,,
564,4,564_4,BOT,Sevak se sampark karne k liye dhanyawad,,
565,0,565_0,USER,namaskar ji,greet,00
565,1,565_1,BOT,Hello. Apni query bataye,,
565,2,565_2,USER,12954 abhi kaha par hai on 17-03-2020,trainStatus,TrainNo00000Date
565,3,565_3,BOT,Train is at H NIZAMUDDIN.,,
565,4,565_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
566,0,566_0,USER,good evening,greet,00
566,1,566_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
566,2,566_2,USER,abhi 12309 kaha hai,trainStatus,0TrainNo00
566,3,566_3,BOT,Aap kis tareekh ko travel karenge,,
566,4,566_4,USER,18-03-2020,inform,Date
566,5,566_5,BOT,Train is at RJNDR NGR BIHAR.,,
566,6,566_6,BOT,Sevak se sampark karne k liye dhanyawad,,
567,0,567_0,USER,good evening,greet,00
567,1,567_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
567,2,567_2,USER,mujhe current status janna hai train no 22404,trainStatus,0000000TrainNo
567,3,567_3,BOT,Aap kis tareekh ko travel karenge,,
567,4,567_4,USER,17-03-2020,inform,Date
567,5,567_5,BOT,Train is at NEW DELHI.,,
567,6,567_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
568,0,568_0,USER,pranaam,greet,0
568,1,568_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
568,2,568_2,USER,currently kaha tak pahuch gaye train 12920 for 17-03-2020,trainStatus,000000TrainNo0Date
568,3,568_3,BOT,Train is at JAMMU TAWI.,,
568,4,568_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
569,0,569_0,USER,namaste,greet,0
569,1,569_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
569,2,569_2,USER,train status,trainStatus,00
569,3,569_3,BOT,Please enter your train number,,
569,4,569_4,USER,My bad 12904,inform,0TrainNo
569,5,569_5,BOT,Aap kis tareekh ko travel karenge,,
569,6,569_6,USER,17-03-2020,inform,Date
569,7,569_7,BOT,Train is at AMRITSAR JUNCTION.,,
569,8,569_8,BOT,Sevak se sampark karne k liye dhanyawad,,
570,0,570_0,USER,Hello,greet,0
570,1,570_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
570,2,570_2,USER,whats the running status of 12509 18-03-2020,trainStatus,00000TrainNoDate
570,3,570_3,BOT,Train is at BANGALORE CY JUNCTION.,,
570,4,570_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
571,0,571_0,USER,good evening,greet,00
571,1,571_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
571,2,571_2,USER,mujhe running status status janna hai train no 12514,trainStatus,00000000TrainNo
571,3,571_3,BOT,Aap kis tareekh ko travel karenge,,
571,4,571_4,USER,18-03-2020,inform,Date
571,5,571_5,BOT,Train is at GUWAHATI.,,
571,6,571_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
572,0,572_0,USER,Hi Sevak,greet,00
572,1,572_1,BOT,Hello. Apni query bataye,,
572,2,572_2,USER,16588 status batao on 17-03-2020,trainStatus,TrainNo000Date
572,3,572_3,BOT,Train is at BIKANER JUNCTION.,,
572,4,572_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
573,0,573_0,USER,Hi Sevak,greet,00
573,1,573_1,BOT,Hello. Apni query bataye,,
573,2,573_2,USER,Train no 12380 ka current status batao on 17-03-2020,trainStatus,00TrainNo00000Date
573,3,573_3,BOT,Train is at AMRITSAR JUNCTION.,,
573,4,573_4,BOT,Sevak se sampark karne k liye dhanyawad,,
574,0,574_0,USER,good evening,greet,00
574,1,574_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
574,2,574_2,USER,abhi 12509 ka status kya hai on 19-03-2020,trainStatus,0TrainNo00000Date
574,3,574_3,BOT,Train is at BANGALORE CY JUNCTION.,,
574,4,574_4,BOT,Sevak se sampark karne k liye dhanyawad,,
575,0,575_0,USER,good evening,greet,00
575,1,575_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
575,2,575_2,USER,mujhe current status janna hai train no 22646 on 17-03-2020,trainStatus,0000000TrainNo0Date
575,3,575_3,BOT,Train is at TRIVANDRUM CNTL.,,
575,4,575_4,BOT,Sevak se sampark karne k liye dhanyawad,,
576,0,576_0,USER,Hello,greet,0
576,1,576_1,BOT,Hello. Apni query bataye,,
576,2,576_2,USER,12422 kaha tak pahuch gaye on 18-03-2020,trainStatus,TrainNo00000Date
576,3,576_3,BOT,Train is at AMRITSAR JUNCTION.,,
576,4,576_4,BOT,Sevak se sampark karne k liye dhanyawad,,
577,0,577_0,USER,namaste sevak,greet,00
577,1,577_1,BOT,Hello. Apni query bataye,,
577,2,577_2,USER,12438 kaha par hai train ,trainStatus,TrainNo00000
577,3,577_3,BOT,Aap kis tareekh ko travel karenge,,
577,4,577_4,USER,18-03-2020,inform,Date
577,5,577_5,BOT,Train is at H NIZAMUDDIN.,,
577,6,577_6,BOT,Sevak se sampark karne k liye dhanyawad,,
578,0,578_0,USER,good evening,greet,00
578,1,578_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
578,2,578_2,USER,Train no 19713 ka current status batao on 18-03-2020,trainStatus,00TrainNo00000Date
578,3,578_3,BOT,Train is at JAIPUR.,,
578,4,578_4,BOT,Sevak se sampark karne k liye dhanyawad,,
579,0,579_0,USER,hi pal!,greet,00
579,1,579_1,BOT,Hello. Apni query bataye,,
579,2,579_2,USER,Train no 22626 k running status batao for 17-03-2020,trainStatus,00TrainNo00000Date
579,3,579_3,BOT,Train is at BANGALORE CY JUNCTION.,,
579,4,579_4,BOT,Sevak se sampark karne k liye dhanyawad,,
580,0,580_0,USER,hi pal!,greet,00
580,1,580_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
580,2,580_2,USER,currently 19708 kaha tak pahuch gaye train,trainStatus,0TrainNo00000
580,3,580_3,BOT,Aap kis tareekh ko travel karenge,,
580,4,580_4,USER,18-03-2020,inform,Date
580,5,580_5,BOT,Train is at JAIPUR.,,
580,6,580_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
581,0,581_0,USER,Hi Sevak,greet,00
581,1,581_1,BOT,Hello. Apni query bataye,,
581,2,581_2,USER,abhi train no 22692 kaha par hai on 18-03-2020,trainStatus,000TrainNo0000Date
581,3,581_3,BOT,Train is at H NIZAMUDDIN.,,
581,4,581_4,BOT,Sevak se sampark karne k liye dhanyawad,,
582,0,582_0,USER,hi pal!,greet,00
582,1,582_1,BOT,Hello. Apni query bataye,,
582,2,582_2,USER,abhi train no 12485 kaha par hai,trainStatus,000TrainNo000
582,3,582_3,BOT,Aap kis tareekh ko travel karenge,,
582,4,582_4,USER,18-03-2020,inform,Date
582,5,582_5,BOT,Train is at NANDED.,,
582,6,582_6,BOT,Sevak se sampark karne k liye dhanyawad,,
583,0,583_0,USER,namaste,greet,0
583,1,583_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
583,2,583_2,USER,currently kaha tak pahuch gaye train 19064 for 17-03-2020,trainStatus,000000TrainNo0Date
583,3,583_3,BOT,Train is at JAISALMER.,,
583,4,583_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
584,0,584_0,USER,pranaam,greet,0
584,1,584_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
584,2,584_2,USER,14311 kaha par hai,trainStatus,TrainNo000
584,3,584_3,BOT,Aap kis tareekh ko travel karenge,,
584,4,584_4,USER,17-03-2020,inform,Date
584,5,584_5,BOT,Train is at BAREILLY.,,
584,6,584_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
585,0,585_0,USER,good evening,greet,00
585,1,585_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
585,2,585_2,USER,22625 ka status check karo,trainStatus,TrainNo0000
585,3,585_3,BOT,Aap kis tareekh ko travel karenge,,
585,4,585_4,USER,18-03-2020,inform,Date
585,5,585_5,BOT,Train is at CHENNAI CENTRAL.,,
585,6,585_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
586,0,586_0,USER,Hello,greet,0
586,1,586_1,BOT,Hello. Apni query bataye,,
586,2,586_2,USER,Train no 12305 k current status batao on 19-03-2020,trainStatus,00TrainNo00000Date
586,3,586_3,BOT,Train is at HOWRAH JUNCTION.,,
586,4,586_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
587,0,587_0,USER,pranaam,greet,0
587,1,587_1,BOT,Hello. Apni query bataye,,
587,2,587_2,USER,mujhe running status status janna hai train no 59442,trainStatus,00000000TrainNo
587,3,587_3,BOT,Aap kis tareekh ko travel karenge,,
587,4,587_4,USER,17-03-2020,inform,Date
587,5,587_5,BOT,Train is at AHMEDABAD JUNCTION.,,
587,6,587_6,BOT,Sevak se sampark karne k liye dhanyawad,,
588,0,588_0,USER,Hello,greet,0
588,1,588_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
588,2,588_2,USER,12479 running status batao on 17-03-2020,trainStatus,TrainNo0000Date
588,3,588_3,BOT,Train is at JODHPUR JUNCTION.,,
588,4,588_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
589,0,589_0,USER,Hello,greet,0
589,1,589_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
589,2,589_2,USER,meri train 12643 17-03-2020 date ke liye locate karke btana,trainStatus,00TrainNoDate000000
589,3,589_3,BOT,Train is at TRIVANDRUM CNTL.,,
589,4,589_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
590,0,590_0,USER,hi pal!,greet,00
590,1,590_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
590,2,590_2,USER,Train no 16021 k running status check karo,trainStatus,00TrainNo00000
590,3,590_3,BOT,Aap kis tareekh ko travel karenge,,
590,4,590_4,USER,19-03-2020,inform,Date
590,5,590_5,BOT,Train is at CHENNAI CENTRAL.,,
590,6,590_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
591,0,591_0,USER,Hi Sevak,greet,00
591,1,591_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
591,2,591_2,USER,12478 k status batao,trainStatus,TrainNo000
591,3,591_3,BOT,Aap kis tareekh ko travel karenge,,
591,4,591_4,USER,19-03-2020,inform,Date
591,5,591_5,BOT,Train is at JAMMU TAWI.,,
591,6,591_6,BOT,Sevak se sampark karne k liye dhanyawad,,
592,0,592_0,USER,namaste sevak,greet,00
592,1,592_1,BOT,Hello. Apni query bataye,,
592,2,592_2,USER,Mujhe 11463 ki  location 18-03-2020 ke liye dena ,trainStatus,0TrainNo000Date0000
592,3,592_3,BOT,Train is at SOMNATH.,,
592,4,592_4,BOT,Sevak se sampark karne k liye dhanyawad,,
593,0,593_0,USER,Hello,greet,0
593,1,593_1,BOT,Hello. Apni query bataye,,
593,2,593_2,USER,abhi 15227 kaha par hai on 19-03-2020,trainStatus,0TrainNo0000Date
593,3,593_3,BOT,Train is at YESVANTPUR JUNCTION.,,
593,4,593_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
594,0,594_0,USER,Hi Sevak,greet,00
594,1,594_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
594,2,594_2,USER,17-03-2020 status of 12591,trainStatus,Date00TrainNo
594,3,594_3,BOT,Train is at GORAKHPUR JUNCTION.,,
594,4,594_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
595,0,595_0,USER,Hey,greet,0
595,1,595_1,BOT,Hello. Apni query bataye,,
595,2,595_2,USER,currently train 12302 kahan par hai,trainStatus,00TrainNo000
595,3,595_3,BOT,Aap kis tareekh ko travel karenge,,
595,4,595_4,USER,18-03-2020,inform,Date
595,5,595_5,BOT,Train is at NEW DELHI.,,
595,6,595_6,BOT,Sevak se sampark karne k liye dhanyawad,,
596,0,596_0,USER,pranaam,greet,0
596,1,596_1,BOT,Hello. Apni query bataye,,
596,2,596_2,USER,abhi 12688 kaha par hai on 19-03-2020,trainStatus,0TrainNo0000Date
596,3,596_3,BOT,Train is at DEHRADUN.,,
596,4,596_4,BOT,Sevak se sampark karne k liye dhanyawad,,
597,0,597_0,USER,pranaam,greet,0
597,1,597_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
597,2,597_2,USER,Train no 12611 k running status check karo for 17-03-2020,trainStatus,00TrainNo000000Date
597,3,597_3,BOT,Train is at CHENNAI CENTRAL.,,
597,4,597_4,BOT,Sevak se sampark karne k liye dhanyawad,,
598,0,598_0,USER,good evening,greet,00
598,1,598_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
598,2,598_2,USER,abhi 12947 ka running status check karo,trainStatus,0TrainNo00000
598,3,598_3,BOT,Aap kis tareekh ko travel karenge,,
598,4,598_4,USER,18-03-2020,inform,Date
598,5,598_5,BOT,Train is at AHMEDABAD JUNCTION.,,
598,6,598_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
599,0,599_0,USER,Hey,greet,0
599,1,599_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
599,2,599_2,USER,12707 status batao on 19-03-2020,trainStatus,TrainNo000Date
599,3,599_3,BOT,Train is at TIRUPATI.,,
599,4,599_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
600,0,600_0,USER,Hi Sevak,greet,00
600,1,600_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
600,2,600_2,USER,13483 abhi kaha par hai on 17-03-2020,trainStatus,TrainNo00000Date
600,3,600_3,BOT,Train is at MALDA TOWN.,,
600,4,600_4,BOT,Sevak se sampark karne k liye dhanyawad,,
601,0,601_0,USER,good evening,greet,00
601,1,601_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
601,2,601_2,USER,Train no 22692 ka current status check karo,trainStatus,00TrainNo00000
601,3,601_3,BOT,Aap kis tareekh ko travel karenge,,
601,4,601_4,USER,19-03-2020,inform,Date
601,5,601_5,BOT,Train is at H NIZAMUDDIN.,,
601,6,601_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
602,0,602_0,USER,namaskar ji,greet,00
602,1,602_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
602,2,602_2,USER,12024 where it is,trainStatus,TrainNo000
602,3,602_3,BOT,Aap kis tareekh ko travel karenge,,
602,4,602_4,USER,19-03-2020,inform,Date
602,5,602_5,BOT,Train is at PATNA JUNCTION.,,
602,6,602_6,BOT,Sevak se sampark karne k liye dhanyawad,,
603,0,603_0,USER,pranaam,greet,0
603,1,603_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
603,2,603_2,USER,mujhe current status janna hai train no 12506 on 17-03-2020,trainStatus,0000000TrainNo0Date
603,3,603_3,BOT,Train is at ANAND VIHAR TRM.,,
603,4,603_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
604,0,604_0,USER,hi pal!,greet,00
604,1,604_1,BOT,Hello. Apni query bataye,,
604,2,604_2,USER,11463 kaha par hai train  for 18-03-2020,trainStatus,TrainNo000000Date
604,3,604_3,BOT,Train is at SOMNATH.,,
604,4,604_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
605,0,605_0,USER,namaste,greet,0
605,1,605_1,BOT,Hello. Apni query bataye,,
605,2,605_2,USER,abhi 12424 kaha par hai,trainStatus,0TrainNo000
605,3,605_3,BOT,Aap kis tareekh ko travel karenge,,
605,4,605_4,USER,18-03-2020,inform,Date
605,5,605_5,BOT,Train is at NEW DELHI.,,
605,6,605_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
606,0,606_0,USER,Hello,greet,0
606,1,606_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
606,2,606_2,USER,train no 12324 abhi kaha hai,trainStatus,00TrainNo000
606,3,606_3,BOT,Aap kis tareekh ko travel karenge,,
606,4,606_4,USER,18-03-2020,inform,Date
606,5,606_5,BOT,Train is at NEW DELHI.,,
606,6,606_6,BOT,Sevak se sampark karne k liye dhanyawad,,
607,0,607_0,USER,Hello,greet,0
607,1,607_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
607,2,607_2,USER,train 12641 ka 18-03-2020 date ke liye running status batana,trainStatus,0TrainNo0Date000000
607,3,607_3,BOT,Train is at KANYAKUMARI.,,
607,4,607_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
608,0,608_0,USER,namaskar ji,greet,00
608,1,608_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
608,2,608_2,USER,train 12509 ka 19-03-2020 date ke liye running status batana,trainStatus,0TrainNo0Date000000
608,3,608_3,BOT,Train is at BANGALORE CY JUNCTION.,,
608,4,608_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
609,0,609_0,USER,Hey,greet,0
609,1,609_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
609,2,609_2,USER,12842 kaha par hai on 17-03-2020,trainStatus,TrainNo0000Date
609,3,609_3,BOT,Train is at CHENNAI CENTRAL.,,
609,4,609_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
610,0,610_0,USER,Hey,greet,0
610,1,610_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
610,2,610_2,USER,12313 kaha par hai on 19-03-2020,trainStatus,TrainNo0000Date
610,3,610_3,BOT,Train is at SEALDAH.,,
610,4,610_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
611,0,611_0,USER,namaste sevak,greet,00
611,1,611_1,BOT,Hello. Apni query bataye,,
611,2,611_2,USER,abhi 14056 kaha par hai,trainStatus,0TrainNo000
611,3,611_3,BOT,Aap kis tareekh ko travel karenge,,
611,4,611_4,USER,18-03-2020,inform,Date
611,5,611_5,BOT,Train is at DELHI.,,
611,6,611_6,BOT,Sevak se sampark karne k liye dhanyawad,,
612,0,612_0,USER,namaste sevak,greet,00
612,1,612_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
612,2,612_2,USER,22692 kaha par hai,trainStatus,TrainNo000
612,3,612_3,BOT,Aap kis tareekh ko travel karenge,,
612,4,612_4,USER,19-03-2020,inform,Date
612,5,612_5,BOT,Train is at H NIZAMUDDIN.,,
612,6,612_6,BOT,Sevak se sampark karne k liye dhanyawad,,
613,0,613_0,USER,pranaam,greet,0
613,1,613_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
613,2,613_2,USER,Mujhe 12248 ka location btana ,trainStatus,0TrainNo0000
613,3,613_3,BOT,Aap kis tareekh ko travel karenge,,
613,4,613_4,USER,17-03-2020,inform,Date
613,5,613_5,BOT,Train is at H NIZAMUDDIN.,,
613,6,613_6,BOT,Sevak se sampark karne k liye dhanyawad,,
614,0,614_0,USER,namaskar ji,greet,00
614,1,614_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
614,2,614_2,USER,abhi train no 11466 kaha par hai on 17-03-2020,trainStatus,000TrainNo0000Date
614,3,614_3,BOT,Train is at JABALPUR.,,
614,4,614_4,BOT,Sevak se sampark karne k liye dhanyawad,,
615,0,615_0,USER,Hello,greet,0
615,1,615_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
615,2,615_2,USER,currently 12509 kaha tak pahuch gaye train for 17-03-2020,trainStatus,0TrainNo000000Date
615,3,615_3,BOT,Train is at BANGALORE CY JUNCTION.,,
615,4,615_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
616,0,616_0,USER,pranaam,greet,0
616,1,616_1,BOT,Hello. Apni query bataye,,
616,2,616_2,USER,train no 12622 abhi kaha hai,trainStatus,00TrainNo000
616,3,616_3,BOT,Aap kis tareekh ko travel karenge,,
616,4,616_4,USER,17-03-2020,inform,Date
616,5,616_5,BOT,Train is at NEW DELHI.,,
616,6,616_6,BOT,Sevak se sampark karne k liye dhanyawad,,
617,0,617_0,USER,Hello,greet,0
617,1,617_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
617,2,617_2,USER,abhi 19115 ka status kya hai on 17-03-2020,trainStatus,0TrainNo00000Date
617,3,617_3,BOT,Train is at BANDRA TERMINUS.,,
617,4,617_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
618,0,618_0,USER,pranaam,greet,0
618,1,618_1,BOT,Hello. Apni query bataye,,
618,2,618_2,USER,18-03-2020 ke liye 12607 ka running status btana ,trainStatus,Date00TrainNo00000
618,3,618_3,BOT,Train is at CHENNAI CENTRAL.,,
618,4,618_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
619,0,619_0,USER,Hi Sevak,greet,00
619,1,619_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
619,2,619_2,USER,Train no 22918 ka current status kya hai,trainStatus,00TrainNo00000
619,3,619_3,BOT,Aap kis tareekh ko travel karenge,,
619,4,619_4,USER,18-03-2020,inform,Date
619,5,619_5,BOT,Train is at HARIDWAR JUNCTION.,,
619,6,619_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
620,0,620_0,USER,Hi Sevak,greet,00
620,1,620_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
620,2,620_2,USER,running status train k,trainStatus,0000
620,3,620_3,BOT,Please enter valid train number,,
620,4,620_4,USER,My bad 12302,inform,000TrainNo
620,5,620_5,BOT,Aap kis tareekh ko travel karenge,,
620,6,620_6,USER,17-03-2020,inform,Date
620,7,620_7,BOT,Train is at NEW DELHI.,,
620,8,620_8,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
621,0,621_0,USER,namaste,greet,0
621,1,621_1,BOT,Hello. Apni query bataye,,
621,2,621_2,USER,22625 running status batao on 19-03-2020,trainStatus,TrainNo0000Date
621,3,621_3,BOT,Train is at CHENNAI CENTRAL.,,
621,4,621_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
622,0,622_0,USER,hi pal!,greet,00
622,1,622_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
622,2,622_2,USER,abhi 12641 ka status kya hai on 19-03-2020,trainStatus,0TrainNo00000Date
622,3,622_3,BOT,Train is at KANYAKUMARI.,,
622,4,622_4,BOT,Sevak se sampark karne k liye dhanyawad,,
623,0,623_0,USER,Hello,greet,0
623,1,623_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
623,2,623_2,USER,Train no 12938 k running status batao for 19-03-2020,trainStatus,00TrainNo00000Date
623,3,623_3,BOT,Train is at HOWRAH JUNCTION.,,
623,4,623_4,BOT,Sevak se sampark karne k liye dhanyawad,,
624,0,624_0,USER,namaste,greet,0
624,1,624_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
624,2,624_2,USER,15228 where it is,trainStatus,TrainNo000
624,3,624_3,BOT,Aap kis tareekh ko travel karenge,,
624,4,624_4,USER,19-03-2020,inform,Date
624,5,624_5,BOT,Train is at MUZAFFARPUR JUNCTION.,,
624,6,624_6,BOT,Sevak se sampark karne k liye dhanyawad,,
625,0,625_0,USER,pranaam,greet,0
625,1,625_1,BOT,Hello. Apni query bataye,,
625,2,625_2,USER,kaha tak pahuch gaye train 12590 for 19-03-2020,trainStatus,00000TrainNo0Date
625,3,625_3,BOT,Train is at SECUNDERABAD JUNCTION.,,
625,4,625_4,BOT,Sevak se sampark karne k liye dhanyawad,,
626,0,626_0,USER,good evening,greet,00
626,1,626_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
626,2,626_2,USER,abhi train no 12628 ka running status check karo for 19-03-2020,trainStatus,000TrainNo000000Date
626,3,626_3,BOT,Train is at NEW DELHI.,,
626,4,626_4,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
627,0,627_0,USER,hi pal!,greet,00
627,1,627_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
627,2,627_2,USER,13049 where it is,trainStatus,TrainNo000
627,3,627_3,BOT,Aap kis tareekh ko travel karenge,,
627,4,627_4,USER,19-03-2020,inform,Date
627,5,627_5,BOT,Train is at HOWRAH JUNCTION.,,
627,6,627_6,BOT,Done. Aapki koi bhi aur train related samasya aap hamse puch sakte hain.,,
628,0,628_0,USER,hi pal!,greet,00
628,1,628_1,BOT,Hi. Main Sevak hun. Apni loi bhi train sambandhit query puchiye,,
628,2,628_2,USER,22905 kaha par hai train  for 18-03-2020,trainStatus,TrainNo000000Date
628,3,628_3,BOT,Train is at OKHA.,,
628,4,628_4,BOT,Sevak se sampark karne k liye dhanyawad,,
629,0,629_0,USER,namaste sevak,greet,00
629,1,629_1,BOT,Hello. Apni query bataye,,
629,2,629_2,USER,abhi 12438 ka running status check karo on 19-03-2020,trainStatus,0TrainNo000000Date
629,3,629_3,BOT,Train is at H NIZAMUDDIN.,,
629,4,629_4,BOT,Sevak se sampark karne k liye dhanyawad,,
630,0,630_0,USER,good evening,greet,00
630,1,630_1,BOT,Hello. Apni query bataye,,
630,2,630_2,USER,kaha par hai train 12639 for 18-03-2020,trainStatus,0000TrainNo0Date
630,3,630_3,BOT,Train is at CHENNAI CENTRAL.,,
630,4,630_4,BOT,Sevak se sampark karne k liye dhanyawad,,
631,0,631_0,USER,Hello,greet,0
631,1,631_1,BOT,"Hello. Main Sevak, aapki kaise sahayata kar sakta hun",,
631,2,631_2,USER,mujhe running status status janna hai train no 15629,trainStatus,00000000TrainNo
631,3,631_3,BOT,Aap kis tareekh ko travel karenge,,
631,4,631_4,USER,17-03-2020,inform,Date
631,5,631_5,BOT,Train is at CHENNAI EGMORE.,,
631,6,631_6,BOT,Sevak se sampark karne k liye dhanyawad,,
632,0,632_0,USER,Hi Sevak,greet,00
632,1,632_1,BOT,Hello. Apni query bataye,,
632,2,632_2,USER,Train no 12864 ka running status batao for 19-03-2020,trainStatus,00TrainNo00000Date
